tau,tau_date
8360,2020-04-23
8360,2020-04-23
8363,2020-04-28
8365,2020-04-30
8365,2020-04-30
8364,2020-04-29
8364,2020-04-29
8364,2020-04-29
8353,2020-04-14
8353,2020-04-14
8354,2020-04-15
8361,2020-04-24
8361,2020-04-24
8364,2020-04-29
8364,2020-04-29
8356,2020-04-17
8354,2020-04-15
8346,2020-04-01
8346,2020-04-01
8346,2020-04-01
8346,2020-04-01
8355,2020-04-16
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8365,2020-04-30
8370,2020-05-07
8370,2020-05-07
8364,2020-04-29
8364,2020-04-29
8358,2020-04-21
8358,2020-04-21
8351,2020-04-08
8349,2020-04-06
8347,2020-04-02
8360,2020-04-23
8360,2020-04-23
8348,2020-04-03
8339,2020-03-23
8353,2020-04-14
8357,2020-04-20
8358,2020-04-21
8358,2020-04-21
8358,2020-04-21
8356,2020-04-17
8363,2020-04-28
8361,2020-04-24
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8355,2020-04-16
8368,2020-05-05
8364,2020-04-29
8364,2020-04-29
8364,2020-04-29
8364,2020-04-29
8364,2020-04-29
8363,2020-04-28
8361,2020-04-24
8375,2020-05-15
8375,2020-05-15
8377,2020-05-19
8377,2020-05-19
8372,2020-05-12
8370,2020-05-07
8370,2020-05-07
8361,2020-04-24
8361,2020-04-24
8361,2020-04-24
8367,2020-05-04
8369,2020-05-06
8365,2020-04-30
8364,2020-04-29
8364,2020-04-29
8363,2020-04-28
8362,2020-04-27
8362,2020-04-27
8360,2020-04-23
8360,2020-04-23
8366,2020-05-01
8366,2020-05-01
8366,2020-05-01
8365,2020-04-30
8365,2020-04-30
8365,2020-04-30
8365,2020-04-30
8365,2020-04-30
8360,2020-04-23
8360,2020-04-23
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8357,2020-04-20
8360,2020-04-23
8357,2020-04-20
8355,2020-04-16
8355,2020-04-16
8355,2020-04-16
8362,2020-04-27
8358,2020-04-21
8358,2020-04-21
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8341,2020-03-25
8341,2020-03-25
8342,2020-03-26
8330,2020-03-10
8327,2020-03-05
8331,2020-03-11
8316,2020-02-19
8322,2020-02-27
8326,2020-03-04
8323,2020-02-28
8323,2020-02-28
8323,2020-02-28
8323,2020-02-28
8318,2020-02-21
8328,2020-03-06
8327,2020-03-05
8318,2020-02-21
8313,2020-02-14
8313,2020-02-14
8318,2020-02-21
8325,2020-03-03
8321,2020-02-26
8329,2020-03-09
8325,2020-03-03
8330,2020-03-10
8335,2020-03-17
8337,2020-03-19
8349,2020-04-06
8349,2020-04-06
8361,2020-04-24
8361,2020-04-24
8357,2020-04-20
8355,2020-04-16
8355,2020-04-16
8346,2020-04-01
8344,2020-03-30
8340,2020-03-24
8346,2020-04-01
8350,2020-04-07
8350,2020-04-07
8356,2020-04-17
8365,2020-04-30
8368,2020-05-05
8373,2020-05-13
8369,2020-05-06
8379,2020-05-21
8378,2020-05-20
8387,2020-06-03
8402,2020-06-24
8396,2020-06-16
8395,2020-06-15
8398,2020-06-18
8410,2020-07-06
8400,2020-06-22
8397,2020-06-17
8387,2020-06-03
8380,2020-05-22
8385,2020-06-01
8370,2020-05-07
8369,2020-05-06
8369,2020-05-06
8369,2020-05-06
8367,2020-05-04
8367,2020-05-04
8357,2020-04-20
8357,2020-04-20
8374,2020-05-14
8371,2020-05-11
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8363,2020-04-28
8369,2020-05-06
8366,2020-05-01
8366,2020-05-01
8367,2020-05-04
8366,2020-05-01
8361,2020-04-24
8356,2020-04-17
8355,2020-04-16
8350,2020-04-07
8349,2020-04-06
8351,2020-04-08
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8341,2020-03-25
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8347,2020-04-02
8358,2020-04-21
8357,2020-04-20
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8360,2020-04-23
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8367,2020-05-04
8367,2020-05-04
8367,2020-05-04
8372,2020-05-12
8382,2020-05-27
8371,2020-05-11
8367,2020-05-04
8367,2020-05-04
8363,2020-04-28
8364,2020-04-29
8353,2020-04-14
8352,2020-04-09
8346,2020-04-01
8357,2020-04-20
8357,2020-04-20
8349,2020-04-06
8345,2020-03-31
8347,2020-04-02
8362,2020-04-27
8363,2020-04-28
8361,2020-04-24
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8359,2020-04-22
8361,2020-04-24
8373,2020-05-13
8378,2020-05-20
8376,2020-05-18
8380,2020-05-22
8380,2020-05-22
8383,2020-05-28
8371,2020-05-11
8371,2020-05-11
8374,2020-05-14
8374,2020-05-14
8374,2020-05-14
8373,2020-05-13
8371,2020-05-11
8387,2020-06-03
8381,2020-05-26
8385,2020-06-01
8393,2020-06-11
8392,2020-06-10
8393,2020-06-11
8397,2020-06-17
8391,2020-06-09
8394,2020-06-12
8396,2020-06-16
8390,2020-06-08
8390,2020-06-08
8401,2020-06-23
8409,2020-07-03
8407,2020-07-01
8405,2020-06-29
8408,2020-07-02
8417,2020-07-15
8426,2020-07-28
8433,2020-08-06
8431,2020-08-04
8422,2020-07-22
8418,2020-07-16
8416,2020-07-14
8423,2020-07-23
8421,2020-07-21
8415,2020-07-13
8415,2020-07-13
8411,2020-07-07
8421,2020-07-21
8405,2020-06-29
8420,2020-07-20
8421,2020-07-21
8425,2020-07-27
8406,2020-06-30
8406,2020-06-30
8395,2020-06-15
8400,2020-06-22
8405,2020-06-29
8415,2020-07-13
8427,2020-07-29
8441,2020-08-18
8447,2020-08-26
8448,2020-08-27
8455,2020-09-08
8456,2020-09-09
8459,2020-09-14
8456,2020-09-09
8448,2020-08-27
8443,2020-08-20
8437,2020-08-12
8438,2020-08-13
8433,2020-08-06
8431,2020-08-04
8431,2020-08-04
8446,2020-08-25
8451,2020-09-02
8449,2020-08-28
8445,2020-08-24
8445,2020-08-24
8457,2020-09-10
8448,2020-08-27
8448,2020-08-27
8450,2020-09-01
8450,2020-09-01
8455,2020-09-08
8468,2020-09-25
8470,2020-09-29
8470,2020-09-29
8474,2020-10-05
8471,2020-09-30
8473,2020-10-02
8474,2020-10-05
8474,2020-10-05
8474,2020-10-05
8464,2020-09-21
8452,2020-09-03
8454,2020-09-07
8453,2020-09-04
8456,2020-09-09
8456,2020-09-09
8449,2020-08-28
8448,2020-08-27
8440,2020-08-17
8438,2020-08-13
8440,2020-08-17
8439,2020-08-14
8436,2020-08-11
8432,2020-08-05
8428,2020-07-30
8430,2020-08-03
8418,2020-07-16
8409,2020-07-03
8411,2020-07-07
8408,2020-07-02
8393,2020-06-11
8399,2020-06-19
8405,2020-06-29
8412,2020-07-08
8423,2020-07-23
8422,2020-07-22
8439,2020-08-14
8436,2020-08-11
8436,2020-08-11
8443,2020-08-20
8449,2020-08-28
8453,2020-09-04
8453,2020-09-04
8451,2020-09-02
8446,2020-08-25
8454,2020-09-07
8450,2020-09-01
8452,2020-09-03
8465,2020-09-22
8468,2020-09-25
8469,2020-09-28
8478,2020-10-09
8491,2020-10-28
8497,2020-11-05
8497,2020-11-05
8499,2020-11-09
8499,2020-11-09
8508,2020-11-20
8499,2020-11-09
8497,2020-11-05
8492,2020-10-29
8489,2020-10-26
8483,2020-10-16
8482,2020-10-15
8483,2020-10-16
8487,2020-10-22
8498,2020-11-06
8480,2020-10-13
8486,2020-10-21
8481,2020-10-14
8477,2020-10-08
8487,2020-10-22
8494,2020-11-02
8494,2020-11-02
8492,2020-10-29
8498,2020-11-06
8517,2020-12-03
8520,2020-12-08
8528,2020-12-18
8534,2020-12-29
8534,2020-12-29
8547,2021-01-18
8543,2021-01-12
8545,2021-01-14
8537,2021-01-04
8532,2020-12-24
8538,2021-01-05
8536,2020-12-31
8525,2020-12-15
8529,2020-12-21
8520,2020-12-08
8513,2020-11-27
8514,2020-11-30
8514,2020-11-30
8510,2020-11-24
8512,2020-11-26
8512,2020-11-26
8506,2020-11-18
8516,2020-12-02
8517,2020-12-03
8512,2020-11-26
8525,2020-12-15
8523,2020-12-11
8532,2020-12-24
8520,2020-12-08
8518,2020-12-04
8509,2020-11-23
8512,2020-11-26
8495,2020-11-03
8497,2020-11-05
8498,2020-11-06
8500,2020-11-10
8489,2020-10-26
8491,2020-10-28
8480,2020-10-13
8489,2020-10-26
8484,2020-10-19
8483,2020-10-16
8487,2020-10-22
8488,2020-10-23
8496,2020-11-04
8503,2020-11-13
8504,2020-11-16
8505,2020-11-17
8505,2020-11-17
8505,2020-11-17
8511,2020-11-25
8512,2020-11-26
8506,2020-11-18
8515,2020-12-01
8515,2020-12-01
8510,2020-11-24
8511,2020-11-25
8511,2020-11-25
8516,2020-12-02
8519,2020-12-07
8532,2020-12-24
8528,2020-12-18
8534,2020-12-29
8522,2020-12-10
8523,2020-12-11
8515,2020-12-01
8520,2020-12-08
8523,2020-12-11
8518,2020-12-04
8519,2020-12-07
8524,2020-12-14
8520,2020-12-08
8516,2020-12-02
8511,2020-11-25
8519,2020-12-07
8527,2020-12-17
8533,2020-12-28
8531,2020-12-23
8538,2021-01-05
8533,2020-12-28
8528,2020-12-18
8523,2020-12-11
8515,2020-12-01
8522,2020-12-10
8521,2020-12-09
8514,2020-11-30
8519,2020-12-07
8522,2020-12-10
8525,2020-12-15
8516,2020-12-02
8498,2020-11-06
8483,2020-10-16
8476,2020-10-07
8482,2020-10-15
8476,2020-10-07
8469,2020-09-28
8467,2020-09-24
8469,2020-09-28
8469,2020-09-28
8466,2020-09-23
8471,2020-09-30
8474,2020-10-05
8473,2020-10-02
8474,2020-10-05
8474,2020-10-05
8464,2020-09-21
8468,2020-09-25
8479,2020-10-12
8471,2020-09-30
8471,2020-09-30
8472,2020-10-01
8472,2020-10-01
8465,2020-09-22
8465,2020-09-22
8460,2020-09-15
8460,2020-09-15
8448,2020-08-27
8431,2020-08-04
8445,2020-08-24
8440,2020-08-17
8446,2020-08-25
8438,2020-08-13
8432,2020-08-05
8426,2020-07-28
8426,2020-07-28
8422,2020-07-22
8425,2020-07-27
8438,2020-08-13
8437,2020-08-12
8442,2020-08-19
8438,2020-08-13
8440,2020-08-17
8440,2020-08-17
8454,2020-09-07
8445,2020-08-24
8459,2020-09-14
8466,2020-09-23
8461,2020-09-16
8447,2020-08-26
8456,2020-09-09
8446,2020-08-25
8447,2020-08-26
8445,2020-08-24
8445,2020-08-24
8449,2020-08-28
8444,2020-08-21
8452,2020-09-03
8454,2020-09-07
8441,2020-08-18
8443,2020-08-20
8449,2020-08-28
8455,2020-09-08
8452,2020-09-03
8456,2020-09-09
8459,2020-09-14
8459,2020-09-14
8458,2020-09-11
8464,2020-09-21
8446,2020-08-25
8458,2020-09-11
8460,2020-09-15
8471,2020-09-30
8460,2020-09-15
8469,2020-09-28
8467,2020-09-24
8464,2020-09-21
8468,2020-09-25
8472,2020-10-01
8478,2020-10-09
8473,2020-10-02
8490,2020-10-27
8498,2020-11-06
8506,2020-11-18
8507,2020-11-19
8499,2020-11-09
8497,2020-11-05
8492,2020-10-29
8483,2020-10-16
8483,2020-10-16
8475,2020-10-06
8478,2020-10-09
8477,2020-10-08
8473,2020-10-02
8479,2020-10-12
8495,2020-11-03
8497,2020-11-05
8486,2020-10-21
8487,2020-10-22
8488,2020-10-23
8481,2020-10-14
8487,2020-10-22
8494,2020-11-02
8499,2020-11-09
8507,2020-11-19
8507,2020-11-19
8507,2020-11-19
8507,2020-11-19
8515,2020-12-01
8511,2020-11-25
8512,2020-11-26
8507,2020-11-19
8510,2020-11-24
8510,2020-11-24
8508,2020-11-20
8508,2020-11-20
8503,2020-11-13
8492,2020-10-29
8501,2020-11-11
8505,2020-11-17
8515,2020-12-01
8515,2020-12-01
8512,2020-11-26
8515,2020-12-01
8513,2020-11-27
8520,2020-12-08
8516,2020-12-02
8506,2020-11-18
8503,2020-11-13
8513,2020-11-27
8519,2020-12-07
8516,2020-12-02
8516,2020-12-02
8514,2020-11-30
8500,2020-11-10
8498,2020-11-06
8490,2020-10-27
8500,2020-11-10
8503,2020-11-13
8502,2020-11-12
8501,2020-11-11
8499,2020-11-09
8508,2020-11-20
8511,2020-11-25
8507,2020-11-19
8496,2020-11-04
8496,2020-11-04
8495,2020-11-03
8492,2020-10-29
8492,2020-10-29
8493,2020-10-30
8495,2020-11-03
8509,2020-11-23
8509,2020-11-23
8505,2020-11-17
8509,2020-11-23
8509,2020-11-23
8516,2020-12-02
8506,2020-11-18
8503,2020-11-13
8512,2020-11-26
8507,2020-11-19
8506,2020-11-18
8507,2020-11-19
8502,2020-11-12
8500,2020-11-10
8499,2020-11-09
8502,2020-11-12
8500,2020-11-10
8493,2020-10-30
8494,2020-11-02
8495,2020-11-03
8495,2020-11-03
8503,2020-11-13
8505,2020-11-17
8513,2020-11-27
8497,2020-11-05
8495,2020-11-03
8499,2020-11-09
8495,2020-11-03
8511,2020-11-25
8503,2020-11-13
8504,2020-11-16
8521,2020-12-09
8536,2020-12-31
8530,2020-12-22
8531,2020-12-23
8538,2021-01-05
8543,2021-01-12
8542,2021-01-11
8544,2021-01-13
8541,2021-01-08
8544,2021-01-13
8550,2021-01-21
8548,2021-01-19
8542,2021-01-11
8538,2021-01-05
8543,2021-01-12
8543,2021-01-12
8544,2021-01-13
8553,2021-01-26
8554,2021-01-27
8546,2021-01-15
8549,2021-01-20
8567,2021-02-15
8565,2021-02-11
8562,2021-02-08
8557,2021-02-01
8557,2021-02-01
8544,2021-01-13
8541,2021-01-08
8539,2021-01-06
8546,2021-01-15
8542,2021-01-11
8544,2021-01-13
8554,2021-01-27
8548,2021-01-19
8553,2021-01-26
8548,2021-01-19
8535,2020-12-30
8535,2020-12-30
8537,2021-01-04
8537,2021-01-04
8524,2020-12-14
8523,2020-12-11
8532,2020-12-24
8535,2020-12-30
8530,2020-12-22
8541,2021-01-08
8531,2020-12-23
8529,2020-12-21
8524,2020-12-14
8527,2020-12-17
8534,2020-12-29
8529,2020-12-21
8524,2020-12-14
8527,2020-12-17
8525,2020-12-15
8530,2020-12-22
8523,2020-12-11
8544,2021-01-13
8547,2021-01-18
8561,2021-02-05
8565,2021-02-11
8566,2021-02-12
8572,2021-02-22
8570,2021-02-18
8572,2021-02-22
8561,2021-02-05
8566,2021-02-12
8570,2021-02-18
8574,2021-02-24
8579,2021-03-03
8577,2021-03-01
8572,2021-02-22
8562,2021-02-08
8562,2021-02-08
8560,2021-02-04
8555,2021-01-28
8551,2021-01-22
8546,2021-01-15
8559,2021-02-03
8553,2021-01-26
8552,2021-01-25
8557,2021-02-01
8554,2021-01-27
8554,2021-01-27
8557,2021-02-01
8557,2021-02-01
8551,2021-01-22
8549,2021-01-20
8543,2021-01-12
8541,2021-01-08
8544,2021-01-13
8526,2020-12-16
8534,2020-12-29
8526,2020-12-16
8532,2020-12-24
8533,2020-12-28
8546,2021-01-15
8537,2021-01-04
8540,2021-01-07
8533,2020-12-28
8543,2021-01-12
8535,2020-12-30
8527,2020-12-17
8536,2020-12-31
8527,2020-12-17
8522,2020-12-10
8517,2020-12-03
8515,2020-12-01
8514,2020-11-30
8509,2020-11-23
8508,2020-11-20
8504,2020-11-16
8494,2020-11-02
8494,2020-11-02
8494,2020-11-02
8494,2020-11-02
8491,2020-10-28
8487,2020-10-22
8493,2020-10-30
8492,2020-10-29
8500,2020-11-10
8495,2020-11-03
8502,2020-11-12
8502,2020-11-12
8498,2020-11-06
8494,2020-11-02
8497,2020-11-05
8494,2020-11-02
8515,2020-12-01
8520,2020-12-08
8520,2020-12-08
8522,2020-12-10
8532,2020-12-24
8536,2020-12-31
8536,2020-12-31
8532,2020-12-24
8532,2020-12-24
8524,2020-12-14
8521,2020-12-09
8514,2020-11-30
8517,2020-12-03
8527,2020-12-17
8521,2020-12-09
8539,2021-01-06
8537,2021-01-04
8541,2021-01-08
8538,2021-01-05
8540,2021-01-07
8543,2021-01-12
8544,2021-01-13
8541,2021-01-08
8535,2020-12-30
8532,2020-12-24
8521,2020-12-09
8519,2020-12-07
8513,2020-11-27
8506,2020-11-18
8494,2020-11-02
8494,2020-11-02
8494,2020-11-02
8474,2020-10-05
8483,2020-10-16
8484,2020-10-19
8478,2020-10-09
8485,2020-10-20
8487,2020-10-22
8479,2020-10-12
8477,2020-10-08
8476,2020-10-07
8482,2020-10-15
8491,2020-10-28
8491,2020-10-28
8496,2020-11-04
8500,2020-11-10
8500,2020-11-10
8506,2020-11-18
8507,2020-11-19
8488,2020-10-23
8495,2020-11-03
8502,2020-11-12
8502,2020-11-12
8500,2020-11-10
8497,2020-11-05
8500,2020-11-10
8483,2020-10-16
8485,2020-10-20
8486,2020-10-21
8489,2020-10-26
8493,2020-10-30
8500,2020-11-10
8498,2020-11-06
8498,2020-11-06
8502,2020-11-12
8502,2020-11-12
8502,2020-11-12
8502,2020-11-12
8508,2020-11-20
8515,2020-12-01
8518,2020-12-04
8520,2020-12-08
8525,2020-12-15
8526,2020-12-16
8530,2020-12-22
8524,2020-12-14
8523,2020-12-11
8519,2020-12-07
8516,2020-12-02
8508,2020-11-20
8522,2020-12-10
8517,2020-12-03
8515,2020-12-01
8516,2020-12-02
8521,2020-12-09
8513,2020-11-27
8527,2020-12-17
8526,2020-12-16
8528,2020-12-18
8535,2020-12-30
8547,2021-01-18
8538,2021-01-05
8526,2020-12-16
8522,2020-12-10
8524,2020-12-14
8526,2020-12-16
8522,2020-12-10
8522,2020-12-10
8526,2020-12-16
8521,2020-12-09
8520,2020-12-08
8524,2020-12-14
8523,2020-12-11
8523,2020-12-11
8523,2020-12-11
8513,2020-11-27
8512,2020-11-26
8510,2020-11-24
8499,2020-11-09
8493,2020-10-30
8493,2020-10-30
8501,2020-11-11
8500,2020-11-10
8499,2020-11-09
8498,2020-11-06
8487,2020-10-22
8495,2020-11-03
8479,2020-10-12
8486,2020-10-21
8496,2020-11-04
8496,2020-11-04
8496,2020-11-04
8496,2020-11-04
8495,2020-11-03
8497,2020-11-05
8497,2020-11-05
8491,2020-10-28
8491,2020-10-28
8490,2020-10-27
8487,2020-10-22
8475,2020-10-06
8464,2020-09-21
8457,2020-09-10
8462,2020-09-17
8456,2020-09-09
8447,2020-08-26
8454,2020-09-07
8469,2020-09-28
8470,2020-09-29
8465,2020-09-22
8466,2020-09-23
8464,2020-09-21
8457,2020-09-10
8445,2020-08-24
8440,2020-08-17
8433,2020-08-06
8437,2020-08-12
8441,2020-08-18
8440,2020-08-17
8438,2020-08-13
8441,2020-08-18
8446,2020-08-25
8451,2020-09-02
8452,2020-09-03
8454,2020-09-07
8460,2020-09-15
8472,2020-10-01
8481,2020-10-14
8484,2020-10-19
8481,2020-10-14
8480,2020-10-13
8480,2020-10-13
8478,2020-10-09
8476,2020-10-07
8476,2020-10-07
8479,2020-10-12
8483,2020-10-16
8483,2020-10-16
8486,2020-10-21
8485,2020-10-20
8483,2020-10-16
8495,2020-11-03
8496,2020-11-04
8494,2020-11-02
8495,2020-11-03
8488,2020-10-23
8488,2020-10-23
8489,2020-10-26
8482,2020-10-15
8483,2020-10-16
8473,2020-10-02
8482,2020-10-15
8490,2020-10-27
8487,2020-10-22
8494,2020-11-02
8494,2020-11-02
8490,2020-10-27
8493,2020-10-30
8493,2020-10-30
8506,2020-11-18
8512,2020-11-26
8511,2020-11-25
8503,2020-11-13
8502,2020-11-12
8499,2020-11-09
8496,2020-11-04
8496,2020-11-04
8496,2020-11-04
8487,2020-10-22
8479,2020-10-12
8484,2020-10-19
8487,2020-10-22
8485,2020-10-20
8481,2020-10-14
8483,2020-10-16
8470,2020-09-29
8470,2020-09-29
8470,2020-09-29
8462,2020-09-17
8469,2020-09-28
8460,2020-09-15
8459,2020-09-14
8451,2020-09-02
8450,2020-09-01
8459,2020-09-14
1057,1991-07-10
1135,1991-10-28
1135,1991-10-28
1663,1993-11-23
1663,1993-11-23
1663,1993-11-23
1547,1993-06-11
540,1989-07-03
540,1989-07-03
540,1989-07-03
1353,1992-09-02
2738,1998-03-02
2738,1998-03-02
2964,1999-01-22
2964,1999-01-22
2964,1999-01-22
2964,1999-01-22
2964,1999-01-22
3356,2000-08-16
2476,1997-02-12
436,1989-02-02
2574,1997-07-03
2574,1997-07-03
3237,2000-02-25
2401,1996-10-23
370,1988-10-31
548,1989-07-13
1312,1992-07-07
1807,1994-06-22
236,1988-04-26
2364,1996-09-02
665,1989-12-27
935,1991-01-17
935,1991-01-17
935,1991-01-17
964,1991-02-27
1000,1991-04-19
2067,1995-06-30
1931,1994-12-14
187,1988-02-15
187,1988-02-15
187,1988-02-15
306,1988-08-02
306,1988-08-02
306,1988-08-02
1807,1994-06-22
3297,2000-05-24
1935,1994-12-20
2921,1998-11-19
2921,1998-11-19
2921,1998-11-19
1535,1993-05-25
3018,1999-04-13
2900,1998-10-21
1207,1992-02-07
294,1988-07-15
586,1989-09-05
95,1987-10-02
2117,1995-09-11
2873,1998-09-14
2630,1997-09-25
2630,1997-09-25
3692,2001-12-05
3692,2001-12-05
3692,2001-12-05
3299,2000-05-26
5372,2008-07-03
5372,2008-07-03
6585,2013-05-07
6546,2013-03-12
6510,2013-01-17
4589,2005-06-02
3221,2000-02-03
3070,1999-06-28
3070,1999-06-28
3075,1999-07-06
2625,1997-09-18
2522,1997-04-18
1587,1993-08-06
1509,1993-04-16
1654,1993-11-10
1654,1993-11-10
275,1988-06-20
142,1987-12-08
142,1987-12-08
803,1990-07-13
1322,1992-07-21
4306,2004-04-29
4986,2006-12-15
4894,2006-08-09
4829,2006-05-10
1280,1992-05-21
1355,1992-09-04
41,1987-07-20
801,1990-07-11
801,1990-07-11
801,1990-07-11
801,1990-07-11
3258,2000-03-27
2644,1997-10-15
375,1988-11-07
1727,1994-02-24
778,1990-06-08
2981,1999-02-17
3102,1999-08-12
3102,1999-08-12
512,1989-05-24
1063,1991-07-18
1063,1991-07-18
505,1989-05-15
910,1990-12-11
2322,1996-07-03
2642,1997-10-13
1108,1991-09-19
1468,1993-02-16
4137,2003-09-02
4137,2003-09-02
8030,2019-01-11
8030,2019-01-11
6720,2013-11-15
6607,2013-06-07
6991,2014-12-11
8636,2021-05-26
8636,2021-05-26
8471,2020-09-30
8471,2020-09-30
8471,2020-09-30
7757,2017-12-08
8978,2022-09-30
8978,2022-09-30
8978,2022-09-30
8978,2022-09-30
8978,2022-09-30
8978,2022-09-30
8978,2022-09-30
8978,2022-09-30
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8951,2022-08-22
8661,2021-07-01
8618,2021-04-29
7266,2016-01-12
5680,2009-09-23
4691,2005-10-24
4054,2003-05-08
3195,1999-12-22
4219,2003-12-29
4533,2005-03-15
4533,2005-03-15
2205,1996-01-16
2205,1996-01-16
769,1990-05-25
397,1988-12-07
397,1988-12-07
397,1988-12-07
397,1988-12-07
397,1988-12-07
397,1988-12-07
73,1987-09-02
73,1987-09-02
73,1987-09-02
294,1988-07-15
231,1988-04-19
231,1988-04-19
231,1988-04-19
148,1987-12-16
148,1987-12-16
148,1987-12-16
1045,1991-06-24
835,1990-08-28
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
3,1987-05-26
224,1988-04-08
224,1988-04-08
224,1988-04-08
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
123,1987-11-11
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
1460,1993-02-04
701,1990-02-16
701,1990-02-16
918,1990-12-21
239,1988-04-29
355,1988-10-10
1317,1992-07-14
1317,1992-07-14
1398,1992-11-04
1398,1992-11-04
643,1989-11-23
627,1989-11-01
627,1989-11-01
351,1988-10-04
713,1990-03-06
256,1988-05-24
256,1988-05-24
256,1988-05-24
256,1988-05-24
256,1988-05-24
256,1988-05-24
1144,1991-11-08
1144,1991-11-08
1144,1991-11-08
2009,1995-04-06
1593,1993-08-16
1593,1993-08-16
1021,1991-05-20
1004,1991-04-25
1004,1991-04-25
1004,1991-04-25
1004,1991-04-25
1004,1991-04-25
1004,1991-04-25
1004,1991-04-25
1141,1991-11-05
